Timestamp,CO (ppm),CO2 (ppm),Ethanol (ppm),NH4 (ppm),Tolueno (ppm),Acetone (ppm),Temperatura (°C),Humedad (%)
2025-04-10 11:53:54,1.006648,407.5626,197.6447,97.38751,43.82004,321.0174,35,50
2025-04-10 11:53:57,1.029826,409.0471,197.2164,97.48048,44.01781,319.9104,35,50
2025-04-10 11:54:00,1.019831,407.5499,197.656,97.05814,43.81937,317.4409,35,50
2025-04-10 11:54:03,0.9933904,405.0259,198.6794,97.23045,43.42675,318.8468,35,50
2025-04-10 11:54:06,1.017558,411.5793,195.62,96.99023,43.66558,324.5607,35,50
2025-04-10 11:54:08,1.012035,405.3016,197.2713,99.73319,45.22152,320.27,35,50
2025-04-10 11:54:11,0.978314,403.4912,201.1954,95.86905,43.86935,322.0441,35,50
2025-04-10 11:54:14,0.9934244,406.8173,199.5554,96.04164,43.81898,324.252,35,50
2025-04-10 11:54:17,1.000095,410.5447,200.3639,96.43475,43.3708,317.0886,35,50
2025-04-10 11:54:20,0.998673,406.8367,197.441,95.29212,43.86837,318.8474,35,50
2025-04-10 11:54:22,0.9893866,410.5994,197.6408,97.31034,43.57214,316.7086,35,50
2025-04-10 11:54:25,0.970853,409.4455,199.0902,96.98781,44.21824,319.2025,35,50
2025-04-10 11:54:28,1.006589,406.4464,196.2129,97.66459,42.92852,323.5376,35,50
2025-04-10 11:54:31,1.005384,410.1717,197.7138,98.04707,44.68401,314.0269,35,50
2025-04-10 11:54:34,0.9972808,403.1115,196.6328,97.8024,43.91876,320.6229,35,50
2025-04-10 11:54:36,0.9946517,410.1902,203.5699,96.031,43.52186,322.4118,35,50
2025-04-10 11:54:39,0.984023,406.0827,197.8549,96.11449,43.571,323.8349,35,50
2025-04-10 11:54:42,0.9853921,407.5639,192.2415,95.01614,44.17449,319.9098,35,50
2025-04-10 11:54:45,1.005375,407.1863,198.0542,97.06984,43.52605,317.4129,35,50
2025-04-10 11:54:48,1.017845,399.5842,197.6477,97.07072,43.12524,313.885,35,50
2025-04-10 11:54:50,0.9920196,408.3149,198.6846,97.15119,44.01796,320.985,35,50
2025-04-10 11:54:53,0.9959507,407.1848,198.7245,96.52214,44.26991,321.7099,35,50
2025-04-10 11:54:56,1.016261,406.8203,197.0242,97.40694,43.32714,320.1839,35,50
2025-04-10 11:54:59,1.010807,416.2802,196.4069,97.07333,44.42376,322.9982,35,50
2025-04-10 11:55:02,1.009547,401.8824,199.1178,96.91177,44.37683,313.531,35,50
2025-04-10 11:55:04,1.0266,407.6155,194.5454,96.42803,43.96864,323.1638,35,50
2025-04-10 11:55:07,0.9945542,408.323,196.6041,96.74876,44.06746,320.5756,35,50
2025-04-10 11:55:10,1.008076,406.0671,198.894,97.3144,44.11921,320.2727,35,50
2025-04-10 11:55:13,0.9986774,412.1553,199.1156,96.41656,44.01706,320.6253,35,50
2025-04-10 11:55:16,1.022427,401.201,198.2731,96.26305,43.91774,322.1004,35,50
2025-04-10 11:55:18,0.998618,406.7929,200.3862,96.42914,43.81646,315.943,35,50
2025-04-10 11:55:21,0.987888,407.1927,197.0191,97.39874,44.01929,320.2605,35,50
2025-04-10 11:55:24,1.012325,405.6637,198.0635,96.98653,43.45905,320.2629,35,50
2025-04-10 11:55:27,1.004045,406.8167,194.5365,97.31998,44.01246,317.6793,35,50
2025-04-10 11:55:30,1.008287,408.6876,197.8393,96.07784,43.77,323.2574,35,50
2025-04-10 11:55:32,0.9972116,407.57,197.6404,96.33441,43.81455,319.1529,35,50
2025-04-10 11:55:35,0.9973169,407.9498,198.062,94.86458,42.71401,320.9961,35,50
2025-04-10 11:55:38,0.9918316,402.6712,201.0409,95.52302,43.86279,320.9433,35,50
2025-04-10 11:55:41,0.9986581,410.6266,199.1135,97.4854,44.80402,312.298,35,50
2025-04-10 11:55:44,0.9985398,407.5741,197.4338,94.84928,43.73085,319.5197,35,50
2025-04-10 11:55:46,1.008194,410.6491,200.8065,97.98367,43.82013,317.3754,35,50
2025-04-10 11:55:49,0.9893922,410.213,196.1706,96.74853,43.87418,319.8922,35,50
2025-04-10 11:55:52,0.9988814,402.2733,195.9724,96.11189,43.76689,318.8355,35,50
2025-04-10 11:55:55,0.9893312,401.6928,196.3628,96.18963,43.37032,318.4715,35,50
2025-04-10 11:55:58,0.9986421,407.2012,195.3152,96.19247,43.91776,317.0516,35,50
2025-04-10 11:56:00,0.9867331,400.0321,195.9739,97.39444,43.66645,315.24,35,50
2025-04-10 11:56:03,0.9920081,406.8831,198.0599,98.46048,44.66928,326.2056,35,50
2025-04-10 11:56:06,1.001318,410.5946,195.6113,94.99191,44.5298,321.0042,35,50
2025-04-10 11:56:09,1.004131,407.5159,198.4244,96.99635,44.0176,319.8964,35,50
2025-04-10 11:56:12,1.013919,408.3058,197.4251,93.99483,43.05727,323.2097,35,50
2025-04-10 11:56:14,0.9904725,404.5145,196.5888,96.91514,44.0219,319.8841,35,50
2025-04-10 11:56:17,0.990546,403.3332,198.9093,95.6897,43.76591,323.5943,35,50
2025-04-10 11:56:20,0.9932745,405.6608,190.2771,95.93002,43.32387,322.134,35,50
2025-04-10 11:56:23,1.0027,409.0984,196.1094,96.26861,43.81805,317.3826,35,50
2025-04-10 11:56:26,0.9798217,403.6851,195.7682,96.51058,44.01636,324.3015,35,50
2025-04-10 11:56:28,0.9943949,407.9423,195.6231,96.58261,44.06879,318.8255,35,50
2025-04-10 11:56:31,1.00677,405.7153,200.1457,98.19312,43.66843,314.9377,35,50
2025-04-10 11:56:34,0.9946846,405.326,197.0322,97.23414,44.31961,318.4834,35,50
2025-04-10 11:56:37,1.012154,407.9456,197.2563,96.60629,43.81882,323.4999,35,50
2025-04-10 11:56:40,0.980032,407.9572,197.8501,97.71562,44.36901,320.2435,35,50
2025-04-10 11:56:42,0.9947385,407.5726,198.062,96.67757,44.47956,317.4071,35,50
2025-04-10 11:56:45,1.005311,410.5844,198.6734,96.10836,43.60708,317.0843,35,50
2025-04-10 11:56:48,0.9867872,404.9624,197.8636,97.30951,43.91811,320.9745,35,50
2025-04-10 11:56:51,0.996002,407.2007,196.4473,96.91092,43.62026,322.4599,35,50
2025-04-10 11:56:54,0.9973352,410.1904,196.402,95.10256,43.72074,319.5623,35,50
2025-04-10 11:56:56,0.981783,413.2361,198.4935,96.27924,43.81671,318.4683,35,50
2025-04-10 11:56:59,1.00398,407.9275,196.6064,97.23125,43.23043,319.4959,35,50
2025-04-10 11:57:02,1.02103,411.3237,201.4403,97.31234,42.79017,323.1389,35,50
2025-04-10 11:57:05,0.9935892,406.4672,198.0494,97.06984,44.87705,326.8156,35,51
2025-04-10 11:57:08,1.005339,411.2809,201.2003,94.86976,43.16753,321.338,35,50
2025-04-10 11:57:10,1.001286,409.066,196.8335,97.21758,44.16722,318.1392,35,51
2025-04-10 11:57:13,1.007949,406.4562,199.5234,96.59184,43.86888,319.5514,35,50
2025-04-10 11:57:16,0.9776269,409.0692,195.5674,96.51276,44.01848,320.264,35,50
2025-04-10 11:57:19,0.997331,409.0667,195.8764,96.59209,43.81887,320.6731,35,51
2025-04-10 11:57:22,1.001334,415.5403,197.4454,98.08845,43.9669,321.3392,35,51
2025-04-10 11:57:24,0.9986524,407.1876,198.6806,96.67149,44.06753,321.6568,35,51
2025-04-10 11:57:27,0.9970505,407.5738,197.2127,96.83391,43.57026,324.2587,35,51
2025-04-10 11:57:30,0.9624862,406.4541,202.1915,97.72367,44.67424,323.8346,35,51
2025-04-10 11:57:33,1.002654,402.3037,201.7866,96.91058,44.21529,319.1958,35,51
2025-04-10 11:57:36,1.000005,408.3042,197.8564,95.94716,43.97044,318.4974,36,50
2025-04-10 11:57:38,1.027463,399.3461,198.8834,96.98975,44.11429,319.555,36,51
2025-04-10 11:57:41,0.9868551,409.0724,192.8159,97.8651,43.76737,318.1419,35,51
2025-04-10 11:57:44,1.002604,404.25,200.1294,95.96339,43.81961,317.4351,35,51
2025-04-10 11:57:47,1.012059,406.9134,199.7169,95.24131,43.11843,317.0724,35,51
2025-04-10 11:57:50,0.9905495,407.1919,199.0987,97.15161,44.26873,314.5485,35,51
2025-04-10 11:57:52,1.020196,405.3358,197.6471,98.69339,43.72023,318.1459,35,51
2025-04-10 11:57:55,1.00401,404.506,198.681,97.55305,43.91824,319.1321,35,51
2025-04-10 11:57:58,0.9801825,407.9335,199.302,96.2775,43.77345,317.048,35,51
2025-04-10 11:58:01,1.010693,402.7041,198.0628,97.62489,45.5313,324.9015,35,51
2025-04-10 11:58:04,1.006666,408.4882,199.3045,98.71507,43.47914,322.4074,35,51
2025-04-10 11:58:06,0.9696548,403.5784,195.1888,97.23725,43.86759,320.2617,35,51
2025-04-10 11:58:09,0.9683679,412.065,200.0356,97.54655,44.06805,315.0399,36,51
2025-04-10 11:58:12,0.9960487,409.1375,199.2971,96.27945,43.91763,326.8398,35,51
2025-04-10 11:58:15,1.000118,409.4276,201.9712,96.27652,43.57226,326.7242,36,51
2025-04-10 11:58:18,0.9973706,409.39,199.5767,97.87251,43.7696,318.4276,35,51
2025-04-10 11:58:21,1.010808,401.3957,199.485,97.93365,43.4255,322.3881,35,51
2025-04-10 11:58:23,1.010677,399.3536,198.0599,97.7147,44.1166,324.5418,35,51
2025-04-10 11:58:26,1.000028,403.0787,197.2347,96.59244,44.01876,319.9055,35,51
2025-04-10 11:58:29,0.989364,413.1758,198.0648,97.63859,44.63785,320.9825,36,51
2025-04-10 11:58:32,0.9919461,406.0203,200.4033,96.74766,44.85188,319.9593,36,51
2025-04-10 11:58:34,1.005485,401.8993,196.4046,96.74281,43.81715,322.0622,35,51
2025-04-10 11:58:37,1.014851,400.0641,199.5215,96.67188,44.41841,319.9023,35,51
2025-04-10 11:58:40,1.008146,409.8232,197.4446,96.73701,41.72738,320.9802,35,51
2025-04-10 11:58:43,0.9696455,406.0717,198.6867,97.22208,42.84349,322.4095,35,51
2025-04-10 11:58:46,1.012047,405.3323,198.6815,96.12365,44.01984,319.1966,35,51
2025-04-10 11:58:49,1.019131,398.2346,198.4741,96.51316,43.97397,320.631,35,51
2025-04-10 11:58:51,0.9879996,407.9828,198.8939,96.99342,44.46803,327.5447,35,51
2025-04-10 11:58:54,0.9916956,408.7065,200.1676,97.54704,44.57663,321.3624,35,51
2025-04-10 11:58:57,1.004118,408.3332,196.8409,97.1525,44.48391,320.6194,35,51
2025-04-10 11:59:00,0.9972983,399.7245,194.6674,98.45416,44.47921,320.6215,35,51
2025-04-10 11:59:03,1.036639,412.8609,198.062,97.23902,44.17934,319.1983,35,51
2025-04-10 11:59:05,1.002671,411.4062,197.2196,97.07612,44.27459,317.7232,36,51
2025-04-10 11:59:08,0.9919288,405.2523,197.2112,96.41203,43.31375,320.626,36,51
2025-04-10 11:59:11,0.9959233,410.8836,196.813,96.75084,44.16942,318.481,36,51
2025-04-10 11:59:14,1.008144,408.704,197.6473,95.34106,45.2403,320.2592,36,51
2025-04-10 11:59:17,0.9960593,405.3408,199.3063,97.39719,43.56524,319.9232,35,51
2025-04-10 11:59:19,1.019115,409.467,197.8632,96.59392,43.86818,317.7849,35,51
2025-04-10 11:59:22,0.9960226,411.6861,199.096,95.43536,43.81927,326.7132,36,51
2025-04-10 11:59:25,1.016109,406.442,199.9173,97.14874,44.21182,317.0575,36,51
2025-04-10 11:59:28,0.9973592,408.3149,197.207,96.67905,43.62798,318.156,36,51
2025-04-10 11:59:31,1.00931,407.5775,198.4674,96.43846,44.1167,321.3271,36,51
2025-04-10 11:59:33,1.015809,404.2062,198.2677,95.5692,44.45757,321.33,36,51
2025-04-10 11:59:36,0.986877,405.6825,198.0592,97.23056,43.26922,323.4677,36,51
2025-04-10 11:59:39,1.00121,404.6523,197.6461,96.92478,44.4245,316.6518,36,51
2025-04-10 11:59:42,0.9959705,401.9799,197.8541,96.11253,44.3088,320.9916,36,51
2025-04-10 11:59:45,1.013714,398.2862,198.4747,96.75208,43.96529,314.6875,36,51
2025-04-10 11:59:47,1.001385,406.8263,196.179,96.75507,43.96651,319.2045,36,51
2025-04-10 11:59:50,1.010611,407.9178,194.3348,96.75211,43.09407,321.3292,36,51
2025-04-10 11:59:53,1.014759,406.0899,198.8804,96.27658,43.77141,313.2802,36,52
2025-04-10 11:59:56,0.9894887,410.8337,199.2842,98.33829,43.77118,325.2557,36,52
2025-04-10 11:59:59,0.9986691,406.874,201.6013,96.36082,43.53058,318.4923,36,52
2025-04-10 12:00:01,0.9961916,406.4573,199.3768,97.82082,43.53925,322.7485,36,52
2025-04-10 12:00:04,0.9986917,410.172,200.5258,96.6732,43.72264,319.5532,36,52
2025-04-10 12:00:07,0.9972899,406.8294,198.6776,95.9007,44.01475,324.1786,36,52
2025-04-10 12:00:10,0.9987095,405.6599,199.2949,96.1293,43.42368,322.4159,36,52
2025-04-10 12:00:13,0.9970259,408.6809,197.4481,97.87256,44.73043,320.9657,36,52
2025-04-10 12:00:15,0.9946953,405.3407,198.4793,98.14395,43.81942,321.3448,36,52
2025-04-10 12:00:18,0.9932983,405.2969,196.5999,98.05337,43.37057,319.1325,36,52
2025-04-10 12:00:21,0.9879647,416.3412,195.7852,96.20306,43.96866,305.839,36,52
2025-04-10 12:00:24,1.001352,406.8317,197.2247,97.5696,44.29335,321.7053,36,52
2025-04-10 12:00:27,0.9734448,408.349,197.8507,97.15372,42.9743,319.5809,36,51
2025-04-10 12:00:29,1.005412,402.2141,200.1863,96.17127,44.32087,317.4151,36,51
2025-04-10 12:00:32,1.008348,403.8395,199.1091,96.36785,42.8649,320.2691,36,51
2025-04-10 12:00:35,0.9959675,406.8117,198.9064,97.07397,44.16975,320.6081,36,52
2025-04-10 12:00:38,0.9932545,407.1898,201.3965,96.2659,43.96913,318.4556,36,51
2025-04-10 12:00:41,0.9932756,402.2505,195.9664,98.3497,43.96917,324.544,36,51
2025-04-10 12:00:43,0.99866,412.1566,197.4611,96.66257,43.81641,320.6107,36,51
2025-04-10 12:00:46,0.9919442,407.1779,197.4379,97.91074,43.17226,328.2787,36,51
2025-04-10 12:00:49,0.9947451,410.2433,197.8918,97.23662,44.01862,334.6745,36,51
2025-04-10 12:00:52,0.9824882,406.0594,195.1411,97.15351,43.41845,321.639,36,51
2025-04-10 12:00:55,0.9877544,406.4512,198.7221,96.59264,44.17581,322.061,36,51
2025-04-10 12:00:57,0.9879747,408.3631,197.6484,96.91286,43.36948,319.9065,36,51
2025-04-10 12:01:00,0.9973188,405.6665,195.5802,96.26717,44.11995,319.5394,36,51
2025-04-10 12:01:03,1.001299,406.4435,199.549,95.3046,44.27192,319.5187,36,51
2025-04-10 12:01:06,1.010808,403.8287,197.4469,96.34992,43.8681,318.4714,36,51
2025-04-10 12:01:09,0.9947075,412.8799,198.0599,97.07229,42.63335,317.3592,36,51
2025-04-10 12:01:11,0.985256,412.4314,198.6881,96.58232,43.76726,319.9107,36,51
2025-04-10 12:01:14,1.008057,403.8893,203.9395,97.91367,44.2197,316.586,36,51
2025-04-10 12:01:17,1.00965,412.1431,190.2572,96.83295,43.86821,313.5051,36,51
2025-04-10 12:01:20,1.016496,412.237,198.905,96.35384,44.02005,319.8852,36,51
2025-04-10 12:01:23,0.9998697,405.2593,197.8495,96.75066,44.02153,318.8142,36,51
2025-04-10 12:01:25,0.990557,405.9963,202.0257,97.32542,44.66802,319.897,36,51
2025-04-10 12:01:28,1.010856,401.2672,196.8102,96.58932,44.01927,321.3602,36,51
2025-04-10 12:01:31,1.012259,395.6274,200.801,97.15095,43.569,323.8546,36,51
2025-04-10 12:01:34,1.009586,401.6694,199.5457,96.99119,43.81752,314.8641,36,51
2025-04-10 12:01:37,1.004047,404.925,197.6447,96.35234,43.86595,331.3289,36,51
2025-04-10 12:01:39,0.9960108,400.0164,199.9502,95.20586,42.65881,324.5863,36,51
2025-04-10 12:01:42,0.982682,405.3263,192.9256,94.6682,44.11753,317.4231,36,51
2025-04-10 12:01:45,0.9986676,406.8218,197.4474,95.23713,44.96511,327.3961,36,51
2025-04-10 12:01:48,0.9816315,407.5753,197.6507,96.10678,43.43067,318.4846,36,51
2025-04-10 12:01:51,0.9907114,406.9547,203.8793,96.83015,43.91979,317.3956,36,51
2025-04-10 12:01:53,0.9863006,408.0104,201.2206,97.24448,43.56048,325.3985,36,51
2025-04-10 12:01:56,0.9960328,404.5708,198.678,97.56355,43.7672,321.3221,36,51
2025-04-10 12:01:59,1.018989,398.1339,199.0963,94.54707,43.26823,327.7681,36,51
2025-04-10 12:02:02,1.006824,416.6292,195.7965,96.19299,44.93794,318.4177,36,51
2025-04-10 12:02:05,1.022073,408.9717,199.7276,97.07825,43.81866,319.1925,36,51
2025-04-10 12:02:07,1.009516,395.144,199.7301,96.42666,43.42698,318.8311,36,51
2025-04-10 12:02:10,0.9946438,406.8272,194.0878,95.94929,44.61945,322.0517,36,51
2025-04-10 12:02:13,0.9944423,406.4866,199.0957,97.46957,43.96882,321.6922,36,51
2025-04-10 12:02:16,1.005317,405.6825,197.8569,95.49745,43.41673,321.3428,36,51
2025-04-10 12:02:19,1.016294,411.721,199.9581,100.8053,45.70038,327.9075,36,51
2025-04-10 12:02:21,0.992058,407.9598,200.3898,96.67168,44.52382,314.5198,36,51
2025-04-10 12:02:24,0.98702,404.2092,198.5614,97.15018,44.26169,310.7934,36,51
2025-04-10 12:02:27,0.9947127,403.8575,194.9479,96.51385,43.96488,322.7662,36,51
2025-04-10 12:02:30,1.004011,413.6434,199.3292,97.38839,44.31754,323.0675,36,51
2025-04-10 12:02:33,1.012057,406.8259,199.7229,96.59318,44.51253,317.706,36,51
2025-04-10 12:02:35,0.997336,409.8245,196.0025,97.54752,43.96263,319.1574,36,51
2025-04-10 12:02:38,0.9840069,414.383,198.6827,96.9114,44.26642,316.3334,36,51
2025-04-10 12:02:41,0.9944901,407.5713,197.8554,96.67233,44.21752,317.7866,36,51
2025-04-10 12:02:44,0.9855984,411.6919,198.2703,96.67109,43.96757,318.1382,36,51
2025-04-10 12:02:47,1.010642,408.3654,198.697,97.15004,43.81929,317.3891,36,51
2025-04-10 12:02:49,1.006799,409.5414,200.8251,96.91308,43.40386,322.4175,36,51
2025-04-10 12:02:52,0.9986447,406.0464,196.5928,94.50523,43.81587,331.7655,36,51
2025-04-10 12:02:55,0.9932343,408.3252,197.2311,97.80634,43.42039,316.2771,36,51
2025-04-10 12:02:58,0.9958428,402.2216,197.6351,97.94408,43.45233,314.1829,36,51
2025-04-10 12:03:01,0.9932568,414.5529,191.5216,96.82988,43.14974,318.0873,36,51
2025-04-10 12:03:03,1.010735,405.7534,194.7408,95.8884,43.60954,320.6263,36,51
2025-04-10 12:03:06,1.002793,408.7156,198.8881,95.87056,43.81039,327.4735,36,51
2025-04-10 12:03:09,0.9959541,403.0804,196.7883,96.19128,44.6156,318.1182,36,51
2025-04-10 12:03:12,1.005286,409.4919,199.0958,96.35373,44.01757,301.1042,36,51
2025-04-10 12:03:15,1.014941,407.5312,197.6503,99.19135,43.03504,320.2676,36,51
2025-04-10 12:03:17,1.001357,403.8838,197.23,97.39224,43.32,319.5466,36,51
2025-04-10 12:03:20,1.002666,405.7074,197.854,97.55227,43.88327,321.3323,36,51
2025-04-10 12:03:23,0.9958794,403.4236,197.8597,96.49293,43.47275,322.0449,36,51
2025-04-10 12:03:26,1.001324,407.5701,196.2219,95.56014,43.37045,332.1102,36,51
2025-04-10 12:03:29,1.006738,407.1984,199.7078,96.8326,44.52594,322.042,36,51
2025-04-10 12:03:32,0.9767114,407.9371,197.6553,97.3893,43.62232,319.9138,36,51
2025-04-10 12:03:34,1.014876,411.6919,198.6794,97.95386,44.65527,318.488,36,51
2025-04-10 12:03:37,0.9999782,410.9263,197.6553,98.02868,43.36904,318.4929,36,51
2025-04-10 12:03:40,1.002645,409.0521,198.2699,96.75266,44.01507,320.282,36,51
2025-04-10 12:03:43,0.9960503,409.4306,194.7731,97.55071,44.01923,320.963,36,51
2025-04-10 12:03:46,0.9933744,407.9417,197.6535,97.23351,44.86611,320.6099,36,51
2025-04-10 12:03:48,0.9986702,400.8522,197.6408,96.6748,43.57028,325.9813,36,51
2025-04-10 12:03:51,0.995975,410.8976,197.6264,95.64619,44.21732,323.1265,36,51
2025-04-10 12:03:54,0.9737056,408.7596,198.5334,97.54876,43.72023,319.8844,36,51
2025-04-10 12:03:57,1.022902,407.9506,200.1373,97.3943,44.01801,323.4742,36,51
2025-04-10 12:04:00,0.9999778,403.476,199.6977,96.98919,43.27276,312.6253,36,51
2025-04-10 12:04:02,0.9986791,404.295,197.43,95.4754,43.81992,317.4094,36,50
2025-04-10 12:04:05,0.9931934,406.4582,197.4443,96.90984,44.22425,320.9788,36,51
2025-04-10 12:04:08,0.9920071,406.0637,196.6489,96.59334,44.21786,317.068,36,51
2025-04-10 12:04:11,1.009263,411.7383,198.2382,97.22131,42.77685,320.2641,36,51
2025-04-10 12:04:14,0.9904743,406.4514,191.8733,96.90911,44.41825,325.7049,36,51
2025-04-10 12:04:16,0.9947264,402.752,198.4996,96.84603,44.11038,319.9094,36,51
2025-04-10 12:04:19,0.998536,407.5357,201.8311,96.19746,44.06725,321.3295,36,50
2025-04-10 12:04:22,0.9960298,409.7993,199.6277,97.94923,43.6175,319.5593,36,50
2025-04-10 12:04:25,0.9411554,409.4264,197.2499,96.43601,43.9737,318.1291,36,51
2025-04-10 12:04:28,1.003994,409.4269,198.6754,97.31036,43.96807,321.3295,36,51
2025-04-10 12:04:30,1.021386,410.1798,196.8348,96.75308,44.11663,320.9728,36,50
2025-04-10 12:04:33,0.9884236,410.9148,197.6523,97.38831,43.72122,323.883,36,50
2025-04-10 12:04:36,1.014678,410.1941,198.6735,96.35756,43.70613,318.509,36,50
2025-04-10 12:04:39,0.9973082,409.0666,196.4263,97.30777,43.97277,320.5414,36,50
2025-04-10 12:04:42,0.9986974,403.1461,201.6053,96.03611,43.82067,320.6224,36,50
2025-04-10 12:04:44,1.009287,399.9272,197.6312,96.9136,44.06694,321.6811,36,50
2025-04-10 12:04:47,1.027787,412.1005,199.7159,96.83208,43.57309,322.4029,36,50
2025-04-10 12:04:50,0.9947051,408.3029,198.478,96.75224,44.06895,321.6905,36,50
2025-04-10 12:04:53,0.9984057,408.709,197.654,97.15362,43.37574,315.0286,36,50
2025-04-10 12:04:56,0.9947127,400.846,199.0982,98.57049,43.18426,322.0643,36,50
2025-04-10 12:04:58,1.00536,408.3206,199.515,97.15617,43.21765,321.3463,36,50
2025-04-10 12:05:01,0.9919201,405.3298,200.3072,96.75208,44.2305,321.794,36,50
2025-04-10 12:05:04,1.009136,406.4509,201.1942,96.67317,44.11879,323.4838,36,50
2025-04-10 12:05:07,1.00268,412.1241,201.9222,97.15452,43.01143,319.9138,36,50
2025-04-10 12:05:10,1.026371,407.1581,197.4381,96.83092,44.22609,315.2215,36,50
2025-04-10 12:05:12,0.9972781,401.0212,196.3591,96.5024,44.12619,323.6048,36,50
2025-04-10 12:05:15,1.005598,408.7242,194.124,97.16433,44.02167,321.7496,36,50
2025-04-10 12:05:18,0.9807208,407.1893,196.5725,96.9136,44.59135,315.2318,36,49
2025-04-10 12:05:21,1.000217,407.5702,201.0638,96.58734,43.66406,321.0031,36,49
2025-04-10 12:05:24,0.9986192,399.5337,197.4204,95.77327,44.11728,318.4297,36,49
2025-04-10 12:05:26,1.005546,404.9032,197.6363,97.33058,44.32658,319.494,36,49
2025-04-10 12:05:29,0.9776875,408.3605,197.6412,96.91424,43.76195,328.545,36,49
2025-04-10 12:05:32,1.00279,409.1702,197.1856,97.68294,43.50209,321.3924,36,48
2025-04-10 12:05:35,0.9955576,406.0273,192.6707,96.32594,43.91521,319.1534,36,48
2025-04-10 12:05:38,0.9916785,404.0231,200.23,95.772,43.55453,325.4048,36,48
2025-04-10 12:05:40,0.9889602,410.7014,196.1109,97.01112,43.65862,320.2601,36,48
2025-04-10 12:05:43,1.004369,410.3387,199.7886,97.35678,43.44148,317.6475,36,48
2025-04-10 12:05:46,0.982082,409.874,198.93,96.08532,44.63175,317.2633,36,48
2025-04-10 12:05:49,0.9958854,407.5726,199.1278,97.65516,43.39841,317.3445,36,48
2025-04-10 12:05:52,0.9959325,406.0424,197.2117,96.50243,44.47759,322.4676,36,49
2025-04-10 12:05:54,0.9917994,406.807,206.57,94.64776,43.61623,316.0732,36,49
2025-04-10 12:05:57,0.9986698,407.9847,197.6505,96.58673,44.16772,324.0574,36,49
2025-04-10 12:06:00,0.9785473,407.5779,196.8063,97.95429,43.46761,319.8871,36,49
2025-04-10 12:06:03,1.001274,411.3903,199.0804,98.48112,43.86823,316.6378,36,49
2025-04-10 12:06:06,0.993282,403.7721,197.8545,97.39494,43.10724,317.3616,36,49
2025-04-10 12:06:08,0.9826936,415.3578,196.1883,95.85477,44.07014,323.5269,36,49
2025-04-10 12:06:11,1.002631,398.3675,199.9542,95.29809,43.91858,322.0666,36,49
2025-04-10 12:06:14,0.9960142,404.9428,195.5794,97.63644,43.57085,311.2762,36,49
2025-04-10 12:06:17,1.014,401.1347,197.6522,96.87632,43.06247,321.3439,36,50
2025-04-10 12:06:20,1.000024,405.6877,200.4726,96.83319,43.51204,312.872,36,50
2025-04-10 12:06:22,1.019139,407.5739,198.0642,95.77074,43.75558,319.9209,36,50
2025-04-10 12:06:25,0.9801169,408.3271,199.3061,97.073,43.96931,319.9469,36,50
2025-04-10 12:06:28,0.9851975,409.0704,195.7971,96.59144,43.81856,321.7992,36,50
2025-04-10 12:06:31,0.9814073,403.8282,196.3878,96.10615,44.83723,321.3748,36,50
2025-04-10 12:06:34,0.9907827,407.9404,195.2395,96.51253,43.57303,315.6028,36,50
2025-04-10 12:06:36,0.9973291,405.3502,199.0949,96.27839,43.76725,324.2036,36,50
2025-04-10 12:06:39,1.017654,407.9587,195.7647,96.19769,43.96635,318.4815,36,50
2025-04-10 12:06:42,0.9973439,412.453,196.6376,96.91047,44.32348,322.7618,36,50
2025-04-10 12:06:45,1.010842,410.9784,198.2669,96.42887,43.72022,317.7712,36,50
2025-04-10 12:06:48,1.004277,406.8368,199.7,96.35955,43.96719,321.6198,36,50
2025-04-10 12:06:50,0.9893467,415.9488,198.2687,96.19118,43.02217,318.4602,36,50
2025-04-10 12:06:53,0.9638234,403.8207,198.4782,97.48471,43.71757,320.9799,36,50
2025-04-10 12:06:56,0.9986177,419.917,198.4512,94.96762,43.42282,322.0608,36,50
2025-04-10 12:06:59,0.9814657,407.1932,196.6337,96.99158,44.46363,320.6233,36,50
2025-04-10 12:07:02,0.9927124,405.3481,198.8876,94.85767,43.71507,317.4459,36,51
2025-04-10 12:07:04,1.042308,409.0298,200.1304,95.64562,43.47503,319.5705,36,50
2025-04-10 12:07:07,1.00128,404.0312,198.0628,96.20145,45.71191,318.5099,36,51
2025-04-10 12:07:10,0.9960708,407.5774,200.1092,96.82829,44.06782,318.1632,36,51
2025-04-10 12:07:13,0.9866599,407.954,199.1091,97.95275,43.6713,320.2604,36,51
2025-04-10 12:07:16,0.9798191,411.7165,198.6873,96.3491,44.68346,319.1833,36,51
2025-04-10 12:07:18,1.02077,408.3359,198.2791,95.59526,44.38387,319.8873,36,51
2025-04-10 12:07:21,1.000029,407.178,198.7094,95.94022,43.81593,323.1781,36,51
2025-04-10 12:07:24,0.9946157,407.9549,196.9969,96.26206,44.12243,319.1603,36,51
2025-04-10 12:07:27,1.027007,413.6889,199.3201,96.66871,44.47688,314.2515,36,51
2025-04-10 12:07:30,0.9960624,410.5744,200.1481,96.59281,44.01971,320.7299,36,51
2025-04-10 12:07:32,1.005275,408.6792,195.6119,96.83152,43.77015,323.8867,36,51
2025-04-10 12:07:35,0.978912,401.9552,196.0316,96.59405,43.72038,317.4344,36,51
2025-04-10 12:07:38,1.012,406.4539,199.5134,96.11898,42.99792,316.3868,36,51
